video_path,frame_path,keypoints_path,mp4_path,n_frames,n_json,frames_done,sapiens_done,reextract_done,overlay_done,use_video,is_val
0_RAW_DATA/AI_dataset/N06/N06_Ward/Clamshell_Supine2.MP4,1_FRAME/AI_dataset/N06/N06_Ward/Clamshell_Supine2_frames,2_KEYPOINTS/AI_dataset/N06/N06_Ward/Clamshell_Supine2_JSON,3_MP4/AI_dataset/N06/N06_Ward/Clamshell_Supine2.mp4,341.0,0.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N06/N06_Ward/Clamshell_Supine3.MP4,1_FRAME/AI_dataset/N06/N06_Ward/Clamshell_Supine3_frames,2_KEYPOINTS/AI_dataset/N06/N06_Ward/Clamshell_Supine3_JSON,3_MP4/AI_dataset/N06/N06_Ward/Clamshell_Supine3.mp4,389.0,389.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N06/N06_Ward/Hip Extension1.MOV,1_FRAME/AI_dataset/N06/N06_Ward/Hip Extension1_frames,2_KEYPOINTS/AI_dataset/N06/N06_Ward/Hip Extension1_JSON,3_MP4/AI_dataset/N06/N06_Ward/Hip Extension1.mp4,331.0,331.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N06/N06_Ward/Hip Extension2.MP4,1_FRAME/AI_dataset/N06/N06_Ward/Hip Extension2_frames,2_KEYPOINTS/AI_dataset/N06/N06_Ward/Hip Extension2_JSON,3_MP4/AI_dataset/N06/N06_Ward/Hip Extension2.mp4,270.0,0.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N06/N06_Ward/Hip Extension3.MP4,1_FRAME/AI_dataset/N06/N06_Ward/Hip Extension3_frames,2_KEYPOINTS/AI_dataset/N06/N06_Ward/Hip Extension3_JSON,3_MP4/AI_dataset/N06/N06_Ward/Hip Extension3.mp4,340.0,340.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N06/N06_Ward/Hip abduction1.MOV,1_FRAME/AI_dataset/N06/N06_Ward/Hip abduction1_frames,2_KEYPOINTS/AI_dataset/N06/N06_Ward/Hip abduction1_JSON,3_MP4/AI_dataset/N06/N06_Ward/Hip abduction1.mp4,355.0,355.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N06/N06_Ward/Hip abduction2.MP4,1_FRAME/AI_dataset/N06/N06_Ward/Hip abduction2_frames,2_KEYPOINTS/AI_dataset/N06/N06_Ward/Hip abduction2_JSON,3_MP4/AI_dataset/N06/N06_Ward/Hip abduction2.mp4,303.0,303.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N06/N06_Ward/Hip abduction3.MP4,1_FRAME/AI_dataset/N06/N06_Ward/Hip abduction3_frames,2_KEYPOINTS/AI_dataset/N06/N06_Ward/Hip abduction3_JSON,3_MP4/AI_dataset/N06/N06_Ward/Hip abduction3.mp4,367.0,367.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N06/N06_Ward/Hip knee flexion1.MOV,1_FRAME/AI_dataset/N06/N06_Ward/Hip knee flexion1_frames,2_KEYPOINTS/AI_dataset/N06/N06_Ward/Hip knee flexion1_JSON,3_MP4/AI_dataset/N06/N06_Ward/Hip knee flexion1.mp4,465.0,465.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N06/N06_Ward/Hip knee flexion2.MP4,1_FRAME/AI_dataset/N06/N06_Ward/Hip knee flexion2_frames,2_KEYPOINTS/AI_dataset/N06/N06_Ward/Hip knee flexion2_JSON,3_MP4/AI_dataset/N06/N06_Ward/Hip knee flexion2.mp4,429.0,429.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N06/N06_Ward/Hip knee flexion3.MP4,1_FRAME/AI_dataset/N06/N06_Ward/Hip knee flexion3_frames,2_KEYPOINTS/AI_dataset/N06/N06_Ward/Hip knee flexion3_JSON,3_MP4/AI_dataset/N06/N06_Ward/Hip knee flexion3.mp4,467.0,467.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N06/N06_Ward/Knee flexion1.MOV,1_FRAME/AI_dataset/N06/N06_Ward/Knee flexion1_frames,2_KEYPOINTS/AI_dataset/N06/N06_Ward/Knee flexion1_JSON,3_MP4/AI_dataset/N06/N06_Ward/Knee flexion1.mp4,369.0,369.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N06/N06_Ward/Knee flexion2.MP4,1_FRAME/AI_dataset/N06/N06_Ward/Knee flexion2_frames,2_KEYPOINTS/AI_dataset/N06/N06_Ward/Knee flexion2_JSON,3_MP4/AI_dataset/N06/N06_Ward/Knee flexion2.mp4,275.0,275.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N06/N06_Ward/Knee flexion3.MP4,1_FRAME/AI_dataset/N06/N06_Ward/Knee flexion3_frames,2_KEYPOINTS/AI_dataset/N06/N06_Ward/Knee flexion3_JSON,3_MP4/AI_dataset/N06/N06_Ward/Knee flexion3.mp4,378.0,378.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N06/N06_Ward/Leg cycle exercise1.MOV,1_FRAME/AI_dataset/N06/N06_Ward/Leg cycle exercise1_frames,2_KEYPOINTS/AI_dataset/N06/N06_Ward/Leg cycle exercise1_JSON,3_MP4/AI_dataset/N06/N06_Ward/Leg cycle exercise1.mp4,373.0,373.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N06/N06_Ward/Leg cycle exercise2.MP4,1_FRAME/AI_dataset/N06/N06_Ward/Leg cycle exercise2_frames,2_KEYPOINTS/AI_dataset/N06/N06_Ward/Leg cycle exercise2_JSON,3_MP4/AI_dataset/N06/N06_Ward/Leg cycle exercise2.mp4,307.0,307.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N06/N06_Ward/Leg cycle exercise3.MP4,1_FRAME/AI_dataset/N06/N06_Ward/Leg cycle exercise3_frames,2_KEYPOINTS/AI_dataset/N06/N06_Ward/Leg cycle exercise3_JSON,3_MP4/AI_dataset/N06/N06_Ward/Leg cycle exercise3.mp4,388.0,388.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N06/N06_Ward/Lumbar rotation1.MOV,1_FRAME/AI_dataset/N06/N06_Ward/Lumbar rotation1_frames,2_KEYPOINTS/AI_dataset/N06/N06_Ward/Lumbar rotation1_JSON,3_MP4/AI_dataset/N06/N06_Ward/Lumbar rotation1.mp4,359.0,359.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N06/N06_Ward/Lumbar rotation2.MP4,1_FRAME/AI_dataset/N06/N06_Ward/Lumbar rotation2_frames,2_KEYPOINTS/AI_dataset/N06/N06_Ward/Lumbar rotation2_JSON,3_MP4/AI_dataset/N06/N06_Ward/Lumbar rotation2.mp4,316.0,316.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N06/N06_Ward/Lumbar rotation3.MP4,1_FRAME/AI_dataset/N06/N06_Ward/Lumbar rotation3_frames,2_KEYPOINTS/AI_dataset/N06/N06_Ward/Lumbar rotation3_JSON,3_MP4/AI_dataset/N06/N06_Ward/Lumbar rotation3.mp4,360.0,360.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N06/N06_Ward/One leg bridge_static1.MOV,1_FRAME/AI_dataset/N06/N06_Ward/One leg bridge_static1_frames,2_KEYPOINTS/AI_dataset/N06/N06_Ward/One leg bridge_static1_JSON,3_MP4/AI_dataset/N06/N06_Ward/One leg bridge_static1.mp4,354.0,354.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N06/N06_Ward/One leg bridge_static2.MP4,1_FRAME/AI_dataset/N06/N06_Ward/One leg bridge_static2_frames,2_KEYPOINTS/AI_dataset/N06/N06_Ward/One leg bridge_static2_JSON,3_MP4/AI_dataset/N06/N06_Ward/One leg bridge_static2.mp4,297.0,297.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N06/N06_Ward/One leg bridge_static3.MP4,1_FRAME/AI_dataset/N06/N06_Ward/One leg bridge_static3_frames,2_KEYPOINTS/AI_dataset/N06/N06_Ward/One leg bridge_static3_JSON,3_MP4/AI_dataset/N06/N06_Ward/One leg bridge_static3.mp4,374.0,374.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N06/N06_Ward/One leg brige_dynamic1.MOV,1_FRAME/AI_dataset/N06/N06_Ward/One leg brige_dynamic1_frames,2_KEYPOINTS/AI_dataset/N06/N06_Ward/One leg brige_dynamic1_JSON,3_MP4/AI_dataset/N06/N06_Ward/One leg brige_dynamic1.mp4,544.0,544.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N06/N06_Ward/One leg brige_dynamic2.MP4,1_FRAME/AI_dataset/N06/N06_Ward/One leg brige_dynamic2_frames,2_KEYPOINTS/AI_dataset/N06/N06_Ward/One leg brige_dynamic2_JSON,3_MP4/AI_dataset/N06/N06_Ward/One leg brige_dynamic2.mp4,403.0,403.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N06/N06_Ward/One leg brige_dynamic3.MP4,1_FRAME/AI_dataset/N06/N06_Ward/One leg brige_dynamic3_frames,2_KEYPOINTS/AI_dataset/N06/N06_Ward/One leg brige_dynamic3_JSON,3_MP4/AI_dataset/N06/N06_Ward/One leg brige_dynamic3.mp4,556.0,556.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N06/N06_Ward/Overhead Triceps Extension1.MOV,1_FRAME/AI_dataset/N06/N06_Ward/Overhead Triceps Extension1_frames,2_KEYPOINTS/AI_dataset/N06/N06_Ward/Overhead Triceps Extension1_JSON,3_MP4/AI_dataset/N06/N06_Ward/Overhead Triceps Extension1.mp4,411.0,411.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N06/N06_Ward/Overhead Triceps Extension2.MP4,1_FRAME/AI_dataset/N06/N06_Ward/Overhead Triceps Extension2_frames,2_KEYPOINTS/AI_dataset/N06/N06_Ward/Overhead Triceps Extension2_JSON,3_MP4/AI_dataset/N06/N06_Ward/Overhead Triceps Extension2.mp4,372.0,372.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N06/N06_Ward/Overhead Triceps Extension3.MP4,1_FRAME/AI_dataset/N06/N06_Ward/Overhead Triceps Extension3_frames,2_KEYPOINTS/AI_dataset/N06/N06_Ward/Overhead Triceps Extension3_JSON,3_MP4/AI_dataset/N06/N06_Ward/Overhead Triceps Extension3.mp4,413.0,413.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N06/N06_Ward/Pec dec Fly1.MOV,1_FRAME/AI_dataset/N06/N06_Ward/Pec dec Fly1_frames,2_KEYPOINTS/AI_dataset/N06/N06_Ward/Pec dec Fly1_JSON,3_MP4/AI_dataset/N06/N06_Ward/Pec dec Fly1.mp4,369.0,369.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N06/N06_Ward/Pec dec Fly2.MP4,1_FRAME/AI_dataset/N06/N06_Ward/Pec dec Fly2_frames,2_KEYPOINTS/AI_dataset/N06/N06_Ward/Pec dec Fly2_JSON,3_MP4/AI_dataset/N06/N06_Ward/Pec dec Fly2.mp4,364.0,364.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N06/N06_Ward/Pec dec Fly3.MP4,1_FRAME/AI_dataset/N06/N06_Ward/Pec dec Fly3_frames,2_KEYPOINTS/AI_dataset/N06/N06_Ward/Pec dec Fly3_JSON,3_MP4/AI_dataset/N06/N06_Ward/Pec dec Fly3.mp4,378.0,378.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N06/N06_Ward/Q-setting1.MOV,1_FRAME/AI_dataset/N06/N06_Ward/Q-setting1_frames,2_KEYPOINTS/AI_dataset/N06/N06_Ward/Q-setting1_JSON,3_MP4/AI_dataset/N06/N06_Ward/Q-setting1.mp4,424.0,424.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N06/N06_Ward/Q-setting2.MP4,1_FRAME/AI_dataset/N06/N06_Ward/Q-setting2_frames,2_KEYPOINTS/AI_dataset/N06/N06_Ward/Q-setting2_JSON,3_MP4/AI_dataset/N06/N06_Ward/Q-setting2.mp4,280.0,280.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N06/N06_Ward/Q-setting3.MP4,1_FRAME/AI_dataset/N06/N06_Ward/Q-setting3_frames,2_KEYPOINTS/AI_dataset/N06/N06_Ward/Q-setting3_JSON,3_MP4/AI_dataset/N06/N06_Ward/Q-setting3.mp4,440.0,440.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N06/N06_Ward/SLR1.MOV,1_FRAME/AI_dataset/N06/N06_Ward/SLR1_frames,2_KEYPOINTS/AI_dataset/N06/N06_Ward/SLR1_JSON,3_MP4/AI_dataset/N06/N06_Ward/SLR1.mp4,368.0,368.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N06/N06_Ward/SLR2.MP4,1_FRAME/AI_dataset/N06/N06_Ward/SLR2_frames,2_KEYPOINTS/AI_dataset/N06/N06_Ward/SLR2_JSON,3_MP4/AI_dataset/N06/N06_Ward/SLR2.mp4,320.0,320.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N06/N06_Ward/SLR3.MP4,1_FRAME/AI_dataset/N06/N06_Ward/SLR3_frames,2_KEYPOINTS/AI_dataset/N06/N06_Ward/SLR3_JSON,3_MP4/AI_dataset/N06/N06_Ward/SLR3.mp4,391.0,391.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N06/N06_Ward/Shoulder Abduction1.MOV,1_FRAME/AI_dataset/N06/N06_Ward/Shoulder Abduction1_frames,2_KEYPOINTS/AI_dataset/N06/N06_Ward/Shoulder Abduction1_JSON,3_MP4/AI_dataset/N06/N06_Ward/Shoulder Abduction1.mp4,430.0,430.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N06/N06_Ward/Shoulder Abduction2.MP4,1_FRAME/AI_dataset/N06/N06_Ward/Shoulder Abduction2_frames,2_KEYPOINTS/AI_dataset/N06/N06_Ward/Shoulder Abduction2_JSON,3_MP4/AI_dataset/N06/N06_Ward/Shoulder Abduction2.mp4,431.0,431.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N06/N06_Ward/Shoulder Abduction3.MP4,1_FRAME/AI_dataset/N06/N06_Ward/Shoulder Abduction3_frames,2_KEYPOINTS/AI_dataset/N06/N06_Ward/Shoulder Abduction3_JSON,3_MP4/AI_dataset/N06/N06_Ward/Shoulder Abduction3.mp4,432.0,432.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N06/N06_Ward/Shoulder Flexion1.MOV,1_FRAME/AI_dataset/N06/N06_Ward/Shoulder Flexion1_frames,2_KEYPOINTS/AI_dataset/N06/N06_Ward/Shoulder Flexion1_JSON,3_MP4/AI_dataset/N06/N06_Ward/Shoulder Flexion1.mp4,443.0,443.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N06/N06_Ward/Shoulder Flexion2.MP4,1_FRAME/AI_dataset/N06/N06_Ward/Shoulder Flexion2_frames,2_KEYPOINTS/AI_dataset/N06/N06_Ward/Shoulder Flexion2_JSON,3_MP4/AI_dataset/N06/N06_Ward/Shoulder Flexion2.mp4,365.0,365.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N06/N06_Ward/Shoulder Flexion3.MP4,1_FRAME/AI_dataset/N06/N06_Ward/Shoulder Flexion3_frames,2_KEYPOINTS/AI_dataset/N06/N06_Ward/Shoulder Flexion3_JSON,3_MP4/AI_dataset/N06/N06_Ward/Shoulder Flexion3.mp4,469.0,469.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N07/N07_Treatment/Biceps Curl1.MP4,1_FRAME/AI_dataset/N07/N07_Treatment/Biceps Curl1_frames,2_KEYPOINTS/AI_dataset/N07/N07_Treatment/Biceps Curl1_JSON,3_MP4/AI_dataset/N07/N07_Treatment/Biceps Curl1.mp4,393.0,393.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N07/N07_Treatment/Biceps Curl2.MOV,1_FRAME/AI_dataset/N07/N07_Treatment/Biceps Curl2_frames,2_KEYPOINTS/AI_dataset/N07/N07_Treatment/Biceps Curl2_JSON,3_MP4/AI_dataset/N07/N07_Treatment/Biceps Curl2.mp4,400.0,400.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N07/N07_Treatment/Biceps Curl3.MP4,1_FRAME/AI_dataset/N07/N07_Treatment/Biceps Curl3_frames,2_KEYPOINTS/AI_dataset/N07/N07_Treatment/Biceps Curl3_JSON,3_MP4/AI_dataset/N07/N07_Treatment/Biceps Curl3.mp4,410.0,410.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N07/N07_Treatment/Hip Extension1.MP4,1_FRAME/AI_dataset/N07/N07_Treatment/Hip Extension1_frames,2_KEYPOINTS/AI_dataset/N07/N07_Treatment/Hip Extension1_JSON,3_MP4/AI_dataset/N07/N07_Treatment/Hip Extension1.mp4,345.0,345.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N07/N07_Treatment/Hip Extension2.MOV,1_FRAME/AI_dataset/N07/N07_Treatment/Hip Extension2_frames,2_KEYPOINTS/AI_dataset/N07/N07_Treatment/Hip Extension2_JSON,3_MP4/AI_dataset/N07/N07_Treatment/Hip Extension2.mp4,357.0,357.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N07/N07_Treatment/Hip Extension3.MP4,1_FRAME/AI_dataset/N07/N07_Treatment/Hip Extension3_frames,2_KEYPOINTS/AI_dataset/N07/N07_Treatment/Hip Extension3_JSON,3_MP4/AI_dataset/N07/N07_Treatment/Hip Extension3.mp4,359.0,359.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N07/N07_Treatment/Hip Flexion Extension1.MP4,1_FRAME/AI_dataset/N07/N07_Treatment/Hip Flexion Extension1_frames,2_KEYPOINTS/AI_dataset/N07/N07_Treatment/Hip Flexion Extension1_JSON,3_MP4/AI_dataset/N07/N07_Treatment/Hip Flexion Extension1.mp4,386.0,386.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N07/N07_Treatment/Hip Flexion Extension2.MOV,1_FRAME/AI_dataset/N07/N07_Treatment/Hip Flexion Extension2_frames,2_KEYPOINTS/AI_dataset/N07/N07_Treatment/Hip Flexion Extension2_JSON,3_MP4/AI_dataset/N07/N07_Treatment/Hip Flexion Extension2.mp4,376.0,376.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N07/N07_Treatment/Hip Flexion Extension3.MP4,1_FRAME/AI_dataset/N07/N07_Treatment/Hip Flexion Extension3_frames,2_KEYPOINTS/AI_dataset/N07/N07_Treatment/Hip Flexion Extension3_JSON,3_MP4/AI_dataset/N07/N07_Treatment/Hip Flexion Extension3.mp4,395.0,395.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N07/N07_Treatment/Hip Flexion Extension_Wheelchair1.MP4,1_FRAME/AI_dataset/N07/N07_Treatment/Hip Flexion Extension_Wheelchair1_frames,2_KEYPOINTS/AI_dataset/N07/N07_Treatment/Hip Flexion Extension_Wheelchair1_JSON,3_MP4/AI_dataset/N07/N07_Treatment/Hip Flexion Extension_Wheelchair1.mp4,352.0,352.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N07/N07_Treatment/Hip Flexion Extension_Wheelchair2.MOV,1_FRAME/AI_dataset/N07/N07_Treatment/Hip Flexion Extension_Wheelchair2_frames,2_KEYPOINTS/AI_dataset/N07/N07_Treatment/Hip Flexion Extension_Wheelchair2_JSON,3_MP4/AI_dataset/N07/N07_Treatment/Hip Flexion Extension_Wheelchair2.mp4,350.0,350.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N07/N07_Treatment/Hip Flexion Extension_Wheelchair3.MP4,1_FRAME/AI_dataset/N07/N07_Treatment/Hip Flexion Extension_Wheelchair3_frames,2_KEYPOINTS/AI_dataset/N07/N07_Treatment/Hip Flexion Extension_Wheelchair3_JSON,3_MP4/AI_dataset/N07/N07_Treatment/Hip Flexion Extension_Wheelchair3.mp4,361.0,361.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N07/N07_Treatment/Hip Flexion Extension_bobathtable1.MP4,1_FRAME/AI_dataset/N07/N07_Treatment/Hip Flexion Extension_bobathtable1_frames,2_KEYPOINTS/AI_dataset/N07/N07_Treatment/Hip Flexion Extension_bobathtable1_JSON,3_MP4/AI_dataset/N07/N07_Treatment/Hip Flexion Extension_bobathtable1.mp4,455.0,0.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N07/N07_Treatment/Hip Flexion Extension_bobathtable2.MOV,1_FRAME/AI_dataset/N07/N07_Treatment/Hip Flexion Extension_bobathtable2_frames,2_KEYPOINTS/AI_dataset/N07/N07_Treatment/Hip Flexion Extension_bobathtable2_JSON,3_MP4/AI_dataset/N07/N07_Treatment/Hip Flexion Extension_bobathtable2.mp4,489.0,0.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N07/N07_Treatment/Hip Flexion Extension_bobathtable3.MP4,1_FRAME/AI_dataset/N07/N07_Treatment/Hip Flexion Extension_bobathtable3_frames,2_KEYPOINTS/AI_dataset/N07/N07_Treatment/Hip Flexion Extension_bobathtable3_JSON,3_MP4/AI_dataset/N07/N07_Treatment/Hip Flexion Extension_bobathtable3.mp4,495.0,495.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N07/N07_Treatment/Hip Flexion Extension_chair1.MP4,1_FRAME/AI_dataset/N07/N07_Treatment/Hip Flexion Extension_chair1_frames,2_KEYPOINTS/AI_dataset/N07/N07_Treatment/Hip Flexion Extension_chair1_JSON,3_MP4/AI_dataset/N07/N07_Treatment/Hip Flexion Extension_chair1.mp4,346.0,346.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N07/N07_Treatment/Hip Flexion Extension_chair2.MOV,1_FRAME/AI_dataset/N07/N07_Treatment/Hip Flexion Extension_chair2_frames,2_KEYPOINTS/AI_dataset/N07/N07_Treatment/Hip Flexion Extension_chair2_JSON,3_MP4/AI_dataset/N07/N07_Treatment/Hip Flexion Extension_chair2.mp4,356.0,356.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N07/N07_Treatment/Hip Flexion Extension_chair3.MP4,1_FRAME/AI_dataset/N07/N07_Treatment/Hip Flexion Extension_chair3_frames,2_KEYPOINTS/AI_dataset/N07/N07_Treatment/Hip Flexion Extension_chair3_JSON,3_MP4/AI_dataset/N07/N07_Treatment/Hip Flexion Extension_chair3.mp4,365.0,365.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N07/N07_Treatment/Knee Extension_Wheelchair1.MP4,1_FRAME/AI_dataset/N07/N07_Treatment/Knee Extension_Wheelchair1_frames,2_KEYPOINTS/AI_dataset/N07/N07_Treatment/Knee Extension_Wheelchair1_JSON,3_MP4/AI_dataset/N07/N07_Treatment/Knee Extension_Wheelchair1.mp4,349.0,349.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N07/N07_Treatment/Knee Extension_Wheelchair2.MOV,1_FRAME/AI_dataset/N07/N07_Treatment/Knee Extension_Wheelchair2_frames,2_KEYPOINTS/AI_dataset/N07/N07_Treatment/Knee Extension_Wheelchair2_JSON,3_MP4/AI_dataset/N07/N07_Treatment/Knee Extension_Wheelchair2.mp4,367.0,367.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N07/N07_Treatment/Knee Extension_Wheelchair3.MP4,1_FRAME/AI_dataset/N07/N07_Treatment/Knee Extension_Wheelchair3_frames,2_KEYPOINTS/AI_dataset/N07/N07_Treatment/Knee Extension_Wheelchair3_JSON,3_MP4/AI_dataset/N07/N07_Treatment/Knee Extension_Wheelchair3.mp4,392.0,392.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N07/N07_Treatment/Knee Extension_chair1.MP4,1_FRAME/AI_dataset/N07/N07_Treatment/Knee Extension_chair1_frames,2_KEYPOINTS/AI_dataset/N07/N07_Treatment/Knee Extension_chair1_JSON,3_MP4/AI_dataset/N07/N07_Treatment/Knee Extension_chair1.mp4,426.0,426.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N07/N07_Treatment/Knee Extension_chair2.MOV,1_FRAME/AI_dataset/N07/N07_Treatment/Knee Extension_chair2_frames,2_KEYPOINTS/AI_dataset/N07/N07_Treatment/Knee Extension_chair2_JSON,3_MP4/AI_dataset/N07/N07_Treatment/Knee Extension_chair2.mp4,500.0,500.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N07/N07_Treatment/Knee Extension_chair3.MP4,1_FRAME/AI_dataset/N07/N07_Treatment/Knee Extension_chair3_frames,2_KEYPOINTS/AI_dataset/N07/N07_Treatment/Knee Extension_chair3_JSON,3_MP4/AI_dataset/N07/N07_Treatment/Knee Extension_chair3.mp4,501.0,501.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N07/N07_Treatment/Knee Flexion1.MP4,1_FRAME/AI_dataset/N07/N07_Treatment/Knee Flexion1_frames,2_KEYPOINTS/AI_dataset/N07/N07_Treatment/Knee Flexion1_JSON,3_MP4/AI_dataset/N07/N07_Treatment/Knee Flexion1.mp4,343.0,343.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N07/N07_Treatment/Knee Flexion2.MOV,1_FRAME/AI_dataset/N07/N07_Treatment/Knee Flexion2_frames,2_KEYPOINTS/AI_dataset/N07/N07_Treatment/Knee Flexion2_JSON,3_MP4/AI_dataset/N07/N07_Treatment/Knee Flexion2.mp4,349.0,349.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N07/N07_Treatment/Knee Flexion3.MP4,1_FRAME/AI_dataset/N07/N07_Treatment/Knee Flexion3_frames,2_KEYPOINTS/AI_dataset/N07/N07_Treatment/Knee Flexion3_JSON,3_MP4/AI_dataset/N07/N07_Treatment/Knee Flexion3.mp4,365.0,365.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N07/N07_Treatment/SLR_bobathtable1.MP4,1_FRAME/AI_dataset/N07/N07_Treatment/SLR_bobathtable1_frames,2_KEYPOINTS/AI_dataset/N07/N07_Treatment/SLR_bobathtable1_JSON,3_MP4/AI_dataset/N07/N07_Treatment/SLR_bobathtable1.mp4,488.0,0.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N07/N07_Treatment/SLR_bobathtable2.MOV,1_FRAME/AI_dataset/N07/N07_Treatment/SLR_bobathtable2_frames,2_KEYPOINTS/AI_dataset/N07/N07_Treatment/SLR_bobathtable2_JSON,3_MP4/AI_dataset/N07/N07_Treatment/SLR_bobathtable2.mp4,462.0,0.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N07/N07_Treatment/SLR_bobathtable3.MP4,1_FRAME/AI_dataset/N07/N07_Treatment/SLR_bobathtable3_frames,2_KEYPOINTS/AI_dataset/N07/N07_Treatment/SLR_bobathtable3_JSON,3_MP4/AI_dataset/N07/N07_Treatment/SLR_bobathtable3.mp4,468.0,468.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N07/N07_Ward/Ankle Pumping1.MOV,1_FRAME/AI_dataset/N07/N07_Ward/Ankle Pumping1_frames,2_KEYPOINTS/AI_dataset/N07/N07_Ward/Ankle Pumping1_JSON,3_MP4/AI_dataset/N07/N07_Ward/Ankle Pumping1.mp4,368.0,368.0,True,True,True,True,False,False
0_RAW_DATA/AI_dataset/N07/N07_Ward/Ankle Pumping2.MP4,1_FRAME/AI_dataset/N07/N07_Ward/Ankle Pumping2_frames,2_KEYPOINTS/AI_dataset/N07/N07_Ward/Ankle Pumping2_JSON,3_MP4/AI_dataset/N07/N07_Ward/Ankle Pumping2.mp4,375.0,375.0,True,True,True,True,False,False
